word,times,recordings,suggestion,type,example (recording),example context
ethiopia,1,1,Ethiopia | Ethiopian | ethiopic,likely misspelling / mishearing,salon-102," inside of active volcanoes in Indonesia and Ethiopia, to the desert of western China, the Taklama"
etesabian,1,1,,"check: unusual word, term or non-English",salon-046,"se, my wife and partner in all things, Nagin Etesabian. And who actually has really been super thro"
esthetical,1,1,esthetically,likely misspelling / mishearing,salon-015,"ou know, I think it's important that from an esthetical standpoint as well, you know, there is a cer"
esteban,1,1,Esteban | Estefan,likely misspelling / mishearing,salon-086," wall, which is by Patrick Lichty and Nijine Esteban.  This is a, I don't know, I think it's a, t"
estava,1,1,estate,"check: unusual word, term or non-English",salon-090, Ken Watkins theater TV studio near Brooklyn estava Joe Crockenbrodeand her husband Clyde Kimbal
estasabian,1,1,,"check: unusual word, term or non-English",salon-043,r. Renata Janiszewska. Darcy Garbage. Najeen Estasabian. Najeen. I know that Giovanna alias Doug wom
est,1,1,set | eat | best,"check: unusual word, term or non-English",interview-013,s supposed to this says los dioses viejos se están muriendo which means the old gods are dyin
esque,1,1,Sequa,"check: unusual word, term or non-English",interview-021," rotational loss. And, you know, it's Escher esque. Because I allowed one of the things I did i"
espn,1,1,esp. | espy,"check: unusual word, term or non-English",salon-011,"titute for my dear friend and partner in the ESPN, Igor Vamos. And so, who I did a lot of the "
esperanto,1,1,Esperanto,likely misspelling / mishearing,salon-079,"h to the sixteenth. Duoparto means part 2 in Esperanto. I'd like to welcome Joey Zaza, a guest toda"
espataro,1,1,separate,"check: unusual word, term or non-English",salon-110,"ent studios. For example, here we have Teddy Espataro.  We have Galina too, that she's really part"
esmp,1,1,esop,"check: unusual word, term or non-English",salon-098,ssimilation video by Ai Weiwei andzenia deix EsMP range still showing our wedding expenses fro
esmar,1,1,isomer | assumer,"check: unusual word, term or non-English",salon-072,"... Right across the river from the Merchant Esmar, Chicago, which is an iconic architectural b"
erjon,1,1,rejoin,"check: unusual word, term or non-English",salon-099,"r 2nd. On October 2nd, they were, arresting, Erjon for just showing his art there. This is also"
erbarium,1,1,herbarium | erbium,likely misspelling / mishearing,salon-063,y for a number of years. And I worked in. At Erbarium. And I think that influenced my sensitivity 
equus,1,1,equal | equals | equip,"check: unusual word, term or non-English",salon-023,ral pieces of digital art. This one's called Equus. This one. Believe it or not. Started as two
epsin,1,1,epson | eosin | pepsin,likely misspelling / mishearing,salon-081,"n a drafting paper at actually 360 Dpi on an Epsin short color. P. 9,000 printer so recently ac"
epix,1,1,epic | pix,"check: unusual word, term or non-English",salon-076,"game companies like EA, Electronic Arts, and Epix, they would test market their games in Engla"
episodeique,1,1,,"check: unusual word, term or non-English",salon-100,"left off at port cups until section 24 first episodeique episode Michael two series are related, but "
episcopalian,1,1,Episcopalian | Episcopalians,likely misspelling / mishearing,interview-018,seeker myself I mean I you know I was raised Episcopalian but I the reason I went and took interfaith 
epilito,1,1,,"check: unusual word, term or non-English",salon-093, student I studied under this painter angelo epilito and when he was asked by us by the students 
ephemererality,1,1,ephemerality,likely misspelling / mishearing,presentation-008,ving and coming and going soft forms that so ephemererality is what I'm always looking for. Can you defi
epcot,1,1,Epcot | epoch,likely misspelling / mishearing,salon-041, saw you it in the must have been the 80s at epcot center they had this big display oh yeah mac
ep,1,1,,"check: unusual word, term or non-English",salon-025,"didn't have the money for it. So I asked the EP and the owner at the time. I said, oh, do yo"
enzo,1,1,Enzo | Renzo | Lenzo,likely misspelling / mishearing,salon-037,"e a Zen monk learning how to do the circular Enzo. You know, it's like, you know, how many yea"
enterpatings,1,1,,"check: unusual word, term or non-English",interview-007,tubes. And we just didn't have the financial enterpatings to keep the company afloat for the length of
ensp,1,1,ens | ensue,likely misspelling / mishearing,salon-086,"d to have this same piece be acquired by the ENSP and Michael Spalter collection, approximatel"
enso,1,1,ens | enos | inso,likely misspelling / mishearing,salon-054," here, that Mobius strip is created from the Enso and the Yeroboros. And they come together to"
enrico,1,1,Enrico | enrich,likely misspelling / mishearing,salon-033,n you're creating and there you are now here enrico at the rico maresca gallery in new york alic
enlam,1,1,Elam | enlace,likely misspelling / mishearing,salon-099,"uare, created by Eva Davide Dover and Sharon Enlam.  And Sue Rowe created Hattie Anderson to be"
englisher,1,1,English,likely misspelling / mishearing,salon-105,"he idea of technology, expand the music, the Englisher, you know, early album. A lot of the music v"
engels,1,1,Engels | angels | Engel's,likely misspelling / mishearing,salon-018,"tever society we're in. So Marx had, him and Engels had a very famous phrase where they said, no"
endura,1,1,endure | enduro,likely misspelling / mishearing,salon-042,"le bit, guiding me. And I work with the Bend Endura Lab at the University of Rhode Island. So I "
emshwiller's,1,1,,"check: unusual word, term or non-English",interview-021,"stuff with the Youngblood class with like Ed Emshwiller's Sunstone that was done with, you know, help "
emperium,1,1,imperium | emporium,likely misspelling / mishearing,presentation-008, really love like Stalin epoch building like emperium buildings.  They are like very huge and very
emokian,1,1,emotion,"check: unusual word, term or non-English",salon-046,"dtrack for each of them was composed by Igor Emokian, AKA Chris Holland. And one of the ideas exp"
emojigalites,1,1,,"check: unusual word, term or non-English",salon-057,ars old right now. It's called the Garden of Emojigalites. But I just feel like I was going to just pi
emmanuel,1,1,Emmanuel | Emanuel | Immanuel,likely misspelling / mishearing,salon-079,"lesse points out in the 16 hundreds. This is Emmanuel Dewitt. And, by the way, who was that before"
emert,1,1,emery | exert | evert,likely misspelling / mishearing,salon-104,"an advance the slide. Yeah, this would be an emert who's, so I know Anna Merch from Skydance, t"
eloy,1,1,Eloy | ely | ploy,likely misspelling / mishearing,salon-051,"e. And are we going to end up being like the Eloy that have all this great technology, but we "
elmo's,1,1,Elmo's | elms | elm's,likely misspelling / mishearing,salon-090,out Napoleon's conquest of Egypt. And I used Elmo's as French soldiers. Excuse me.  That have th
elliot,1,1,Elliot | Elliott | Eliot,likely misspelling / mishearing,interview-028,"t I was always drawn to sort of the way that Elliot kind of taps into. I would say, you know, a "
elkhorn,1,1,Elkhart | elk horn | elk-horn,"check: unusual word, term or non-English",salon-042,land clearing. The center of the painting is Elkhorn fern from the Amazon and the black overlay g
elisa,1,1,Lisa | Elisa | Ellis,likely misspelling / mishearing,salon-059,"ally strange. I mean, I remember this thing, Elisa, back in the 80s, which was, you know, a tex"
elgin,1,1,Elgin | Elvin | legion,likely misspelling / mishearing,salon-038,"the sculptures across the.  Temples that the Elgin marbles were there, right? That sort of like"
elazitsky,1,1,,"check: unusual word, term or non-English",roundtable-006,oto manipulations of people like Duchamp and Elazitsky and people who were playing with photography
elavi,1,1,leave,"check: unusual word, term or non-English",salon-050,"ing. This artwork was actually done by Sayed Elavi, who contacted me through my glass work and "
elauj,1,1,Ella,"check: unusual word, term or non-English",salon-106,olitics or gaming organizations for quandoca elauj Congratulations to working with someone who 
elam,1,1,Elam | slam | exam,likely misspelling / mishearing,salon-103,"ly, Philadelphia based on the artist Michael Elam said something that really struck me as bein"
ekg,1,1,egg | keg | eke,"check: unusual word, term or non-English",interview-003,"t to my doctor the other day and just get an EKG see I was doing. And I said, Oh, can I take "
eiser,1,1,Eisner | riser | wiser,likely misspelling / mishearing,salon-105,"t you check it out? I went in and I met Dick Eiser, who started it from Ceramic ink tank. And, "
eisenstadt,1,1,Eisenstadt | Eisenstaedt,likely misspelling / mishearing,presentation-006,"oment. You were looking at those pictures of Eisenstadt or Dorothea Lange, where the reason those im"
einfach,1,1,enface,"check: unusual word, term or non-English",salon-109, childhood interests. When he came back from einfach necessary gave me one on YouTube inimpressiv
einenhearted,1,1,,"check: unusual word, term or non-English",salon-093, works at Ford Photography groups foresteham einenhearted PA second that Colin mentioned a moment ago.
eine,1,1,mine | nine | fine,"check: unusual word, term or non-English",salon-107," something forgotten. Okay. Thank you., weil eine kleineellschaft wird wirklich beschrieblich "
eigentlich,1,1,,"check: unusual word, term or non-English",salon-101,ift up my ao paint and actually opened up my eigentlich painting cut her piece up so that it didn't 
eiffel,1,1,Eiffel,likely misspelling / mishearing,salon-067,"ple putting in a subject. Like. How tall the Eiffel Tower was, for example, and the computer wou"
eicosahedron,1,1,icosahedron,likely misspelling / mishearing,interview-021,"ical polyhedra, the Archimedean solid of the Eicosahedron, they're clustered, there's four of them ins"
ehtrsabian,1,1,,"check: unusual word, term or non-English",presentation-007,neteart.  That's us Patrick Lichty and Negin Ehtrsabian. I'm at patlichty.com and she's at neginete.
egrowz,1,1,,"check: unusual word, term or non-English",salon-019, Thank you. Thanks so much for joining us on EGROWZ. That was a lot of fun. It was fun. Very int
efekt,1,1,effect,"check: unusual word, term or non-English",presentation-004,"xt, I created the this image that you saw in Efekt and Luma Fusion video editing on my iPad. An"
eensafflesobics,1,1,,"check: unusual word, term or non-English",salon-055,"on, MD, Title compliance advisor at Snowhole eensafflesobics.com Corey Wilkinson, MD, Title hopefully mai"
edx,1,1,Ed | ex | edu,likely misspelling / mishearing,salon-078,"r the actual app. So let's jump over to. Oh, edx. This is the polex app site. It's available "
